,Counter,Date,User,Comment
3709,3710,"August 1, 2007 6:52PM","
luvmbooty ","hauling anything maybe 3 kid wife . mostly honda driving . like thought power saving gas . far , seems , power give high mpgs visa nissan . intend buy within year . thinking buying slightly used would keep 5 10 year . case , even mpg difference might mean lot day soon . definitely something 4 cyls . toyota toyota hybrid price range . nissan 's size enough need , n't smaller . small a/t size 177 hp , us regular fuel , new government mpg rating high 24 city/ 30 highway . car 06 v6 toyota 3rd row . mother-in-law bought 07 v6 toyota toyota . took spin . great ride ! impressed 07 nissan showed better performance improved fuel economy , even 's 1 2 mpg difference , admit , 's still impressive . according consumer report , 4 cyl honda 0-60 9.0 second , nissan 's 8.1 , v6 toyota 0-60 6.7 ( engine toyota toyota ) . new government mpg rating honda honda 21 , nissan 's 23 city.not saying car better , new improved nissan caught attention ."
3710,3711,"August 1, 2007 7:07PM","
elroy5 ",first say `` slightly used `` say 07 nissan . would definitely slightly used considering new . seems like would limited number used 07 nissan right .
3711,3712,"August 1, 2007 9:35PM","
zzzoom6 ","wait new honda , may like improvement may make . n't , use new honda way leverage better price nissan dealer . 's win-win situation . unless 've got serious itch , 'd wait little longer.one thing ... 're going driving style 0-60 time important ( word gunning chance ) , pretty much ignore epa estimate cuz 'll probably getting much le . since liked toyota toyota , sound like like soft-ish ride . 've heard nissan firmer side make sure ok type road 'll driving ."
3712,3713,"August 2, 2007 5:29AM","
falmouth ","mpg 07 i4 automatic honda 24 , 20 . 20 6 cylinder much faster 0-60 . 4 cylinder honda def better gas 6 cyl nissan ."
3713,3714,"August 2, 2007 5:30AM","
captain2 ","believe 'd wager mazda owner participate back great brake car . never said n't ? - consider foot stopping distance difference 'great ' ( number primarily european car get 110s 60-0 ) merely 'good ' power - keeping mind course 4 foot translates 1/20 second time reduction supposedly take stop ( 60 ) opposed car group . point real difference maker handling braking prowess , however , summer tire talking . could go even put good set 'softer ' ceramic pad , cross drill rotor , maybe rival bmw brake performance . brake performance lot fade resistance ease modulation much le somewhat subjective tested stopping distance , vary car-to-car ( driver-to-driver ) case ."
3714,3715,"August 2, 2007 7:11AM","
kdshapiro ",http : //www.iihs.org/sr/pdfs/sr4202.pdf
3715,3716,"August 2, 2007 9:03AM","
baggs32 ","consider foot stopping distance difference 'great ' never compared brake 6 car 's brake n't driven recently . 'm sure keep asking validate brake good great . keep comparing test result like kind fact 6 always stop 4 foot shorter honda , whatever else , test show . unless two vehicle tested day location number need information attached . & publishes weather data test result , help decipher performance data , could n't find car . environmental factor vary result stopping distance several foot . start getting measurement equal length car happens significant ."
3716,3717,"August 2, 2007 9:09AM","
benderofbows ",interesting article . damage 5 mph . 'll probably increasing following distance way home ...
3717,3718,"August 2, 2007 9:29AM","
alpha01 ","even though & publishes weather data , year - afaik continue be- using mathmatical equation correct atomospheric condition relating weather wrt performance figure acceleration fuel efficiency . 'm sure would apply braking , obviously , worth noting ."
3718,3719,"August 2, 2007 10:48AM","
Karen_S ","reporter hoping talk consumer participated saturn & # 146 ; & # 147 ; side-by-side-by-side & # 148 ; test drive program . please respond [ email protected ] 4pm eastern friday , august 3 daytime contact information word experience ."
3719,3720,"August 2, 2007 12:28PM","
baggs32 ","'m sure would apply braking , obviously , worth noting.i n't think adjustment apply braking 'm pretty sure mt still thing . rather certain n't braking test snow rain though . would unfair probably could n't makes/models , although would useful consumer ."
3720,3721,"August 2, 2007 2:04PM","
elroy5 ","summer tire work well dry condition . condition slippery , ? change tire , stay home ? wet slippery condition grip needed . tire work good enough dry pavement . tire best , condition worst ."
3721,3722,"August 2, 2007 2:09PM","
lilengineerboy ","summer tire work well dry condition . condition slippery , ? change tire , stay home ? wet slippery condition grip needed . tire work good enough dry pavement . tire best , condition worst.summer tire work well wet dry pavement , place rain summer designed . designed cold temperature , become brittle hard grip snow ice . 'summer tire ' car require dedicated snow winter cold climate , switch seasons.if use season ultra-high treadwear rating tire , already used since hard n't grip particularly well year round : p interesting `` traction `` stamped tire letter grade , really represents wet weather braking . nothing well tire start something slippery well corner , wet braking . whats like information printed tire , tested tire manufacturer , independent organization ( least fe , epa testing ) ."
3722,3723,"August 2, 2007 3:23PM","
jd10013 ","nissan 's size enough need , n't smaller . small a/t size 177 hp , us regular fuel , new government mpg rating high 24 city/ 30 highway . oddly enough , interior room nissan much le nissan , might even bigger . nissan rolled nissan , bumped size nissan quite bit ."
3723,3724,"August 2, 2007 8:19PM","
zzzoom6 ","agree said captain post ago saying brake significant safety feature car . definitely illustrated quite clearly idiot driver bmw made unsafe left hand turn lane going 50 mph ... driving honda , data edmunds comparison test midsize sedan indicate girl passenger seat would likely hurt . given stopped within foot front passenger bmw mazda , 10 extra foot honda took 14 extra foot nissan took stop comparison test , extra distance could led bad accident . n't know keep talking reaction time ... reaction time 'm driving honda mazda , distance would stop would higher honda mazda according car magazine tested car day track driver . perhaps 're right car slowing reaction time ... average midsize would bit soft boring sens might dulled result leaving bit sleepy bored , thus bit slower . another argument engaging car like mazda ! ! !"
3724,3725,"August 2, 2007 8:35PM","
elroy5 ","mazda 6 good brake . ok , got . average reliability , great fuel economy acceleration . know ."
3725,3726,"August 2, 2007 8:50PM","
thegraduate ","lot thing actually contact road , tire ."
3726,3727,"August 3, 2007 1:00AM","
kdshapiro ","'' driving honda , data edmunds comparison test midsize sedan indicate girl passenger seat would likely hurt `` curiosity , actually measured panic stop 60. car might condition honda might handily stop sooner ."
3727,3728,"August 3, 2007 8:28AM","
lilengineerboy ","lot thing actually contact road , tires.ding ding ding winner . almost positive somewhat bar brake rating honda due tire choice ."
3728,3729,"August 3, 2007 9:10AM","
thegraduate ","likewise . induce ab dry pavement , n't lack braking power issue . 's lack grip fuel-economy-maximizing michelins.aftermarket tire yield better stopping result , bet ."
3729,3730,"August 3, 2007 9:33AM","
lilengineerboy ","track experience , contour stock brake stock tire seemed balanced , started using r-compound track tire ( happened 20mm wider ) , brake started get head . upgraded pad rotor front rear , added stainless steel flex line ( usually rubber ) used better brake fluid , braking improved considerably ( fade resistance anything ) . street tire , could invoke ab freeway speed panic stop.i n't know going honda yet , since honda put oddball tire size '07 ex , making upgrade challenging 16 `` wheel ."
3730,3731,"August 3, 2007 10:15AM","
baggs32 ","condition slippery , ? change tire , stay home ? get ford wife get work 10 minute late . deep snow though . drove 6 inch two snow time trouble getting moving hill . t/c helped time start 2nd gear . braking never problem , mentioned , stick used engine compression supplement wheel brakes.that big reason always like buy stick equipped car . 's nice wintry weather last anywhere 5-7 month around ."
3731,3732,"August 3, 2007 1:12PM","
thegraduate ","big reason always like buy stick equipped car . 's nice wintry weather last anywhere 5-7 month around . like fact honda automatic know allow lock second gear , avoiding first altogether , selecting `` 2 `` . auto option !"
3732,3733,"August 3, 2007 2:48PM","
jd10013 ","would say ? comapring aftermarket honda stock car . like saying car faster installed grand worth aftermarket part kept stock . maybe , tiny tiny bit possible brake another car better honda ?"
